iucn_sid,sciname,habitat
133038,Porites nigrescens,"This species is common on lower reef slopes and lagoons protected from wave action, generally to depths of 20 m."
133040,NA,"This species occurs in shallow water, especially lagoons and back reef margins. This species is found on the back and foreslopes of reefs. This species is found to at least 15 m."
133043,Psammocora digitata,"This species occurs in most reef environments, generally to depths of 20 m."
133045,Pocillopora ligulata,This species is found in shallow water exposed to strong wave action. The maximum size is 50 cm across.
133046,Anacropora spinosa,"This species occurs in shallow reef environments. This species is found from 5-15 m. <br/><br/>There are few records for this coral, and it is difficult to give detailed information on its distribution. It is generally found on soft substrates of lower reef slopes in clear or slightly turbid water. In certain areas it may occur in extensive tracts (Wood 1983)."
133051,NA,"This species is found in shallow reef environments, generally to depths of 30 m."
133052,NA,"This species occurs in shallow, tropical, partly protected reef environments. This species is found on the back and foreslopes and possibly in lagoons from 1 m to at least 4 m."
133053,Scolymia cubensis,"This species occurs at intermediate, deep fore reef and lagoon environments especially towards the base of the reef and adjacent soft substrate communities. Occurs from 10-92 m (Reed 1985), but most common from 15-25 m. This species tends to be resilient to waters with high sedimentation."
133054,NA,"This species is found in subtidal reef environments, especially lagoons, generally to depths of 30 m. In the Arabian Sea it is found in non-reef substrates in areas subjected to cold-water upwelling between 2-5 m deep (Sheppard and Sheppard 1991)."
133055,Favites halicora,"This species occurs in shallow reef environments. This species is found on subtidal rock and rocky reefs, in the outer reef channel, on the back and foreslope, and in lagoons. This species is found to 20 m."
133056,NA,"This species occurs in a wide range of shallow to mid-depth reef environments, including lagoon back reef areas. This species is found to at least 20 m."
133057,Euphyllia paradivisa,This species occurs in mid-slope reef environments protected from wave action. This species is found from 5-20 m. <br/><br/>All members of the genus <em>Euphyllia</em> have commensal shrimp species associated with them.
133058,Echinophyllia echinata,"This species occurs in shallow, tropical reef environments. It is found in protected reef environments, especially vertical faces and lower reef slopes. This species is found from 5-40 m. <br/><br/>Echinophyllia is found in most fore reef areas, but has a preference for slightly shaded spots on the reef slopes (Wood 1983). Colonies of <em>E. echinata</em> grow to 20 cm or less (Fenner pers. comm.)."
133059,Platygyra verweyi,"This species occurs in shallow, tropical reef environments. It is found on reef flats and upper slopes. This species is found on subtidal rock and rocky reefs and in lagoons. This species is found to 20 m. <br/><br/><em>Platygyra</em> species occupy a variety of reef habitats. They may form colonies a meter or more in diameter (Wood 1983)."
133061,NA,"This species occurs in shallow, tropical reef environments. It is found on reef slopes. This species is found from 2-25 m. <br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983)."
133064,Montipora florida,"This species occurs in shallow, tropical reef environments in turbid environments, especially lagoons. This species is found to at least 20 m."
133066,Montipora informis,"This species occurs in shallow, tropical reef environments on upper reef slopes. This species is found to at least 20 m."
133070,Montastrea colemani,"This species is found in most tropical reef environments. It forms sub-massive to massive colonies. This species is found on subtidal rock and rocky reefs, on the back and foreslope, and in lagoons. It may be found in the outer reef channel. This species is found to 20 m. <br/><br/>Species in this genus are usually most abundant at mid-depth. This genus is a common and extremely important reef-building coral in the western Atlantic (Wood 1983). It forms massive colonies that are usually rounded or lobed in shallow water and flattened or plate-like on deep reefs (Wood 1983)."
133071,Montipora foliosa,"This species occurs in shallow, tropical reef environments. It is mostly found on protected upper reef slopes. This species is found to at least 20 m."
133072,NA,"This species occurs in shallow, tropical reef environments on semi-sheltered reef slopes. This species is found to at least 10 m."
133073,NA,"This species is found in shallow, fringing reefs. It is known to what depth this species can occur."
133074,NA,"This species occurs in shallow, tropical reef environments. It is found on rocky foreshores of temperate locations, and in tropical areas (DeVantier pers. comm.). This species is found on subtidal rock and rocky reefs, on the back and foreslope and in lagoons. This species is found to 20 m. <br/><br/><em>Goniastrea</em> species are usually hardy corals often found on back reef areas. Many of the colonies are small or medium in size, but others grow to a meter or more in diameter (Wood 1983)."
133076,Lobophyllia robusta,This species can be found in most reef environments. This species is found to 40 m.
133081,Acropora kirstyae,"This species occurs in shallow, tropical reef environments. It is found in shallow water protected from wave action, only in protected, subtidal lagoons (Wallace 1999), and protected reef slopes (Richards pers. comm.). This species is found from 10-25 m.<br/><br/>General genus information: throughout its range, <em>Acropora</em> can be found on any stretch of reef and is often the dominant coral, especially along the reef front. Staghorn and plate forms flourish in sheltered areas, whereas clusters and semi-massive types can withstand more exposed conditions. Species that occur from the reef top to the reef slope become gradually more flattened with depth (Wood 1983)."
133082,Porites lutea,"This species occurs with <em>P. lobata</em> and <em>P. australiensis</em> on back reef margins, lagoons and fringing reefs, generally to depths of 30 m. <em>P. lutea</em> is commonly found from 1-15 m, with massive colonies at 3-5 m, in the South China Sea and Gulf of Siam (Titlyanov and Titlyanova 2002). In American Samoa, one colony is known to be 6.5 m tall and 41 m circumference (D. Fenner pers. comm.)."
